5	425	6
7	734	6
3	835	6
14	411	6
9	347	4
4	351	4
2	434	8
10	309	7
28	646	4
0	365	8
87	692	6
12	500	8
16	758	4
10	357	5
3	344	5
21	903	4
4	347	4
19	959	8
10	319	7
19	425	7
6	350	7
3	382	7
13	590	8
17	532	6
20	396	8
13	385	6
6	347	4
7	307	5
34	997	5
6	307	5
4	307	5
4	307	5
9	307	5
6	517	8
6	307	5
22	943	6
9	608	6
22	501	5
10	457	5
20	383	6
16	364	5
14	425	7
9	752	7
9	450	5
5	306	6
11	622	8
8	309	7
14	874	6
8	439	7
12	550	8
20	440	7
9	357	5
3	911	6
8	325	6
9	439	6
3	401	7
22	411	6
20	467	8
20	864	8
13	864	5
10	342	8
6	667	7
8	667	7
6	669	5
10	322	6
3	498	6
1	306	5
15	669	5
21	614	7
17	666	8
2	464	7
22	985	8
8	698	4
85	928	4
23	588	7
12	919	7
27	618	8
10	384	5
15	417	8
71	675	5
7	322	7
14	513	6
8	432	6
78	408	5
61	938	4
15	310	8
16	635	4
7	498	5
13	579	8
8	319	8
12	416	5
10	317	7
1	571	8
41	492	7
22	458	7
23	960	7
28	322	5
16	770	7
4	571	7
11	484	6
9	586	5
24	405	8
30	734	4
18	786	5
42	734	8
17	528	7
4	571	8
16	363	7
13	622	6
59	889	5
18	445	4
13	403	4
10	313	5
9	364	6
16	313	5
20	575	6
11	439	4
32	395	7
190	578	5
76	578	4
22	677	4
19	520	7
5	419	8
17	549	7
6	316	6
16	395	5
23	370	8
9	358	7
21	487	6
9	509	4
6	326	4
11	706	5
15	351	7
25	749	6
29	673	6
10	322	5
5	325	6
6	618	5
20	706	6
22	952	8
37	858	7
20	711	7
13	317	6
4	354	5
15	336	8
14	380	8
29	489	6
119	474	7
15	372	8
20	312	6
44	482	4
14	467	8
42	577	6
22	315	8
11	645	6
20	622	5
15	998	5
12	414	8
17	367	4
8	367	4
3	571	8
16	967	6
10	322	7
26	302	7
23	377	8
12	395	4
34	428	8
36	712	7
13	308	8
4	839	5
13	462	8
15	614	8
11	566	6
16	498	8
37	416	5
11	645	6
46	325	4
35	402	7
39	966	7
17	605	8
32	909	7
3	456	4
48	818	8
29	342	4
44	652	6
24	321	5
7	367	4
57	909	4
41	680	4
59	812	8
61	352	7
25	683	8
18	317	8
51	334	6
66	425	7
33	564	4
24	330	7
77	873	4
105	362	4
15	323	4
21	355	8
21	741	4
114	848	5
28	441	6
12	592	5
23	844	5
23	316	8
27	753	6
24	753	8
37	344	6
3	324	5
23	753	7
8	309	8
31	483	8
15	416	6
23	739	7
46	352	7
73	428	7
12	455	4
13	303	8
16	728	5
7	464	4
19	728	4
66	692	4
11	321	6
5	321	5
31	779	6
10	345	7
9	567	7
15	767	8
24	310	8
26	458	6
24	971	7
10	377	6
43	629	6
37	563	6
33	563	6
8	616	7
7	685	4
9	328	4
31	779	4
18	429	4
15	321	6
30	648	8
11	390	8
47	661	4
7	587	8
45	995	8
2	342	4
12	419	7
27	626	8
11	374	7
15	347	8
7	400	5
25	911	6
36	868	8
40	628	5
31	440	7
67	493	6
5	970	6
28	544	6
3	342	6
50	367	6
18	492	4
10	410	7
21	417	6
16	896	5
9	322	5
13	322	5
18	473	6
7	667	7
7	667	7
18	418	4
23	374	5
17	370	8
19	303	6
12	458	4
19	669	5
14	669	4
12	517	5
16	669	6
6	394	6
30	332	4
15	497	6
15	669	5
25	858	4
30	546	8
77	589	8
10	410	4
17	669	5
36	661	8
53	671	7
27	370	8
26	300	7
16	370	7
114	733	8
14	319	8
25	898	7
11	305	5
17	661	7
13	661	6
21	310	8
22	332	7
4	315	8
23	678	6
37	318	6
26	375	7
12	412	7
18	326	7
22	834	8
41	383	6
24	410	7
124	455	4
23	933	8
21	815	7
63	997	5
64	472	4
16	647	6
10	362	8
36	436	8
25	617	8
1	618	4
7	336	8
32	986	7
35	333	7
15	370	8
5	328	5
20	560	6
51	832	8
23	376	7
31	962	5
12	336	6
14	977	8
4	472	8
29	554	5
44	950	7
26	325	8
13	456	7
15	353	6
16	361	8
142	980	8
28	719	7
11	336	8
8	395	5
39	678	8
14	440	6
64	671	8
58	345	7
52	881	5
12	336	5
17	428	7
9	306	8
10	306	6
6	320	4
29	937	8
57	413	8
12	497	8
6	359	5
27	377	8
18	407	7
12	709	7
6	344	6
16	467	8
16	646	6
42	352	6
12	595	8
11	375	7
21	345	8
7	300	6
9	309	8
24	417	4
42	739	4
15	472	5
4	526	4
15	717	4
49	785	4
28	402	7
18	448	8
10	621	7
9	309	7
22	952	6
13	750	7
20	879	8
13	427	6
23	347	7
18	558	7
11	312	4
43	950	7
16	524	7
25	494	8
16	338	6
19	426	8
4	368	5
38	631	4
8	322	5
37	470	6
28	470	6
11	504	5
13	347	8
23	470	7
22	482	4
7	392	5
20	596	7
41	669	8
15	726	4
16	342	7
38	832	6
18	797	8
79	738	5
15	594	6
21	377	4
27	361	8
13	531	4
7	573	4
8	531	8
5	724	5
7	381	8
16	427	8
46	508	6
20	423	4
21	826	7
14	784	8
27	544	8
8	572	4
31	817	7
18	925	8
22	826	4
10	512	7
15	895	5
27	409	6
10	400	8
40	622	7
24	587	8
24	395	6
25	763	8
31	341	5
11	794	6
56	324	7
17	519	8
20	500	7
28	390	6
21	386	6
15	523	5
21	785	7
22	397	6
2	456	8
4	456	6
23	547	5
3	456	5
44	531	8
5	384	4
14	831	8
76	953	4
12	679	8
6	424	8
4	331	4
72	380	4
16	520	7
24	392	8
7	402	6
8	322	7
37	486	7
13	322	8
4	326	6
7	390	6
34	593	6
8	468	8
35	404	7
6	523	8
8	523	8
8	325	8
6	416	8
51	340	6
57	863	6
35	402	8
19	458	8
58	376	8
41	316	8
63	447	6
22	476	8
26	430	6
11	815	8
6	306	8
10	785	7
12	364	4
11	333	5
21	365	6
8	834	6
32	731	8
12	475	7
11	336	7
6	516	8
11	326	7
33	303	7
26	555	6
30	394	4
20	386	6
15	457	7
9	709	6
4	580	4
42	619	8
32	346	7
36	665	4
15	595	5
14	304	6
6	349	8
5	310	5
6	304	8
4	367	4
18	318	7
5	482	6
27	750	8
27	363	6
8	306	4
8	658	7
14	383	6
21	618	7
8	630	8
23	384	6
23	618	8
60	725	6
33	468	7
11	436	7
47	734	7
6	318	6
13	309	6
30	746	7
4	326	5
28	345	7
61	416	4
20	360	7
98	957	6
80	957	6
96	957	6
93	957	6
5	351	7
7	381	5
8	744	8
16	744	7
11	351	7
23	803	7
38	787	7
8	322	5
20	498	5
38	593	6
10	897	7
14	645	7
12	566	4
15	613	4
27	645	7
47	700	5
4	349	8
38	417	8
20	470	6
11	339	7
0	659	6
11	558	7
48	316	6
9	360	5
9	322	5
16	406	8
24	310	8
22	310	7
19	610	8
34	322	8
38	413	8
16	322	4
31	428	6
59	307	4
25	622	6
53	558	8
15	477	5
46	909	8
13	416	7
9	316	5
38	381	8
13	325	7
35	742	4
19	516	6
28	742	4
26	457	8
17	396	7
68	750	8
43	943	8
5	969	6
23	605	7
108	826	5
16	386	4
11	382	7
103	683	7
16	416	5
65	995	6
34	496	7
21	496	6
24	607	5
30	367	8
7	374	6
26	647	6
20	505	8
23	469	6
20	597	7
102	675	8
10	346	7
13	492	7
17	583	4
20	469	8
248	890	4
20	896	5
51	657	7
24	786	8
3	589	6
33	315	6
44	661	4
7	406	8
4	425	5
43	674	8
39	554	4
29	525	8
18	426	4
17	425	5
12	342	4
9	322	6
39	809	6
10	485	7
5	365	7
54	386	5
22	362	6
18	484	7
14	653	8
14	574	4
31	555	8
11	316	8
66	564	4
14	311	6
17	347	6
44	787	6
45	412	8
30	362	7
34	674	7
16	417	4
34	565	5
27	563	8
72	609	6
43	872	6
31	794	7
10	513	8
10	387	7
28	484	4
28	484	4
33	484	4
27	484	4
20	484	4
18	484	4
13	326	7
87	426	5
39	588	6
16	368	7
34	778	7
18	826	8
23	337	7
26	335	4
40	992	6
36	928	5
4	388	5
27	345	8
3	316	5
33	871	5
8	312	7
17	412	6
149	848	4
9	374	8
7	335	5
7	304	4
13	347	4
9	335	4
31	309	8
30	530	7
13	588	6
24	722	5
25	896	6
33	453	7
11	950	6
22	763	8
14	345	8
93	906	4
9	393	5
8	345	7
35	426	6
30	419	5
38	316	6
32	538	7
34	533	7
23	318	6
37	531	8
24	628	8
29	617	7
27	362	6
23	325	8
11	330	7
37	564	5
19	538	6
11	321	5
8	321	5
52	1000	4
19	335	4
18	626	6
8	321	6
4	304	7
12	639	4
19	666	7
19	787	6
27	391	8
33	380	8
11	313	8
44	314	7
16	315	8
46	866	4
25	621	5
17	621	5
11	621	6
7	534	7
6	306	5
66	978	8
14	732	8
11	618	7
21	384	5
79	339	7
11	342	8
17	325	7
22	451	8
36	563	5
14	985	8
7	753	7
74	988	6
68	938	7
140	504	4
47	300	7
85	948	6
35	410	8
24	651	7
106	339	7
17	437	6
24	685	5
21	549	6
42	424	7
15	830	8
41	513	8
3	656	5
104	742	5
23	376	8
45	396	8
25	353	8
17	306	7
13	380	8
25	515	8
10	621	5
11	621	4
9	568	4
8	621	4
27	457	6
9	621	5
7	898	4
13	487	8
17	568	6
19	633	6
18	375	8
122	930	8
30	388	7
49	666	6
26	496	6
6	335	5
24	556	7
27	496	7
21	496	7
145	964	5
22	602	5
100	688	5
19	357	8
60	978	8
12	397	8
65	557	6
20	303	7
16	490	6
46	493	7
49	663	7
15	324	7
11	324	8
20	534	8
73	420	8
18	399	4
10	463	5
15	734	4
65	659	8
16	452	4
20	405	8
14	304	6
16	379	6
15	350	7
33	706	8
12	370	4
24	382	8
13	347	7
130	421	5
13	360	4
14	557	7
25	587	7
19	568	8
17	350	6
16	360	6
23	309	7
9	438	6
38	843	4
11	377	6
38	613	7
11	360	8
65	832	7
8	326	5
16	356	8
30	802	4
17	360	6
42	337	4
27	383	5
19	360	8
21	330	8
19	963	5
104	917	8
124	742	8
22	641	6
15	379	7
15	438	7
1	336	4
49	900	5
104	957	6
47	321	4
51	457	8
18	518	8
8	590	6
1	471	6
20	307	7
19	389	5
20	595	7
19	723	6
13	322	8
26	376	8
9	422	8
21	709	5
21	602	8
37	419	6
50	677	5
13	479	6
23	490	8
18	373	6
15	404	7
1	401	6
15	357	4
20	404	8
3	369	7
14	364	6
12	317	4
15	362	8
66	688	5
17	613	5
33	607	7
17	645	6
33	597	6
22	714	8
9	348	7
27	610	8
11	645	6
7	306	7
8	303	6
35	511	8
61	416	6
13	653	7
50	388	4
10	537	5
16	364	8
120	543	4
6	519	7
12	615	6
14	462	6
28	409	4
30	844	8
12	478	4
6	328	6
13	309	7
